journal_name,publisher_name,authors,title,date,volume,issue,issn,first_page,last_page,keywords,author_info, affiliation_info
ACM Transactions on Database Systems (TODS),ACM,"Guha, Sudipto; Jagadish, H. V.; Koudas, Nick; Srivastava, Divesh; Yu, Ting",Integrating XML data sources using approximate joins,03/01/2006,31,1,0362-5915,161,207,Data integration; XML; approximate joins; joins; tree edit distance,"['Sudipto Guha', '81331493787', 'H. V. Jagadish', '81309509146', 'Nick Koudas', '81351604903', 'Divesh Srivastava', '81100062835', 'Ting Yu', '81100471558']","['University of Pennsylvania', '60006297', 'University of Michigan', '60001115', 'University of Toronto', '60016849', 'North Carolina State University', '60004923']","['algorithms', 'approximate joins', 'data integration', 'experimentation', 'joins', 'performance', 'query processing', 'theory', 'tree edit distance', 'xml']"
ACM Transactions on Database Systems (TODS),ACM,"Cho, Junghoo; Garcia-Molina, Hector",Effective page refresh policies for Web crawlers,12/01/2003,28,4,0362-5915,390,426,Web crawlers; page refresh; web search engines; world-wide web,"['Junghoo Cho', '81100372160', 'Hector Garcia-Molina', '81100308969']","['University of California, Los Angeles, California', '60027550', 'Stanford University, Stanford, California', '60012708']","['algorithms', 'design', 'distributed databases', 'page refresh', 'performance', 'web crawlers', 'web search engines', 'world-wide web']"
ACM Transactions on Database Systems (TODS),ACM,"He, Bin; Chang, Kevin Chen-Chuan",Automatic complex schema matching across Web query interfaces: A correlation mining approach,03/01/2006,31,1,0362-5915,346,395,Data integration; bagging predictors; correlation mining; deep Web; ensemble; schema matching,"['Bin He', '81339503886', 'Kevin Chen-Chuan Chang', '81451592807']","['University of Illinois at Urbana-Champaign, Urbana, IL', '60000745', 'University of Illinois at Urbana-Champaign, Urbana, IL', '60000745']","['algorithms', 'bagging predictors', 'correlation mining', 'data integration', 'data mining', 'deep web', 'ensemble', 'experimentation', 'heterogeneous databases', 'measurement', 'performance', 'schema matching']"
ACM Transactions on Database Systems (TODS),ACM,"Guha, Sudipto; Koudas, Nick; Shim, Kyuseok",Approximation and streaming algorithms for histogram construction problems,03/01/2006,31,1,0362-5915,396,438,Data Streams; approximation algorithm; histograms,"['Sudipto Guha', '81331493787', 'Nick Koudas', '81351604903', 'Kyuseok Shim', '81100129390']","['University of Pennsylvania, Philadelphia, PA', '60006297', 'University of Toronto, Ont, Canada', '60016849', 'Seoul National University, Seoul, Korea', '60013682']","['algorithms', 'approximation', 'approximation algorithm', 'data streams', 'histograms', 'performance', 'theory']"
ACM Transactions on Database Systems (TODS),ACM,"Jin, Ruoming; Ruan, Ning; Xiang, Yang; Wang, Haixun",Path-tree: An efficient reachability indexing scheme for large directed graphs,03/01/2011,36,1,0362-5915,7,Null,Graph indexing; maximal directed spanning tree; path-tree cover; reachability queries; transitive closure,"['Ruoming Jin', '81100054574', 'Ning Ruan', '81351609287', 'Yang Xiang', '81452605036', 'Haixun Wang', '81455605782']","['Kent State University', '60029653', 'Kent State University', '60029653', 'The Ohio State University', '60003500', 'Microsoft Research Asia', '60098464']","['database applications', 'graph indexing', 'maximal directed spanning tree', 'path-tree cover', 'performance', 'reachability queries', 'transitive closure']"
ACM Transactions on Database Systems (TODS),ACM,"Ma, Shuai; Cao, Yang; Fan, Wenfei; Huai, Jinpeng; Wo, Tianyu",Strong simulation: Capturing topology in graph pattern matching,01/01/2014,39,1,0362-5915,4,Null,Strong simulation; data locality; dual simulation; graph simulation; subgraph isomorphism,"['Shuai Ma', '87059258457', 'Yang Cao', '87059240357', 'Wenfei Fan', '87059383157', 'Jinpeng Huai', '81100057493', 'Tianyu Wo', '81316491066']","['Beihang University, Beijing, China', '60013789', 'Beihang University, Beijing, China', '60013789', 'SKLSDE Lab, Beihang University and University of Edinburgh, Scotland, U.K.', '60027272', 'SKLSDE Lab, Beihang University, Beijing, China', '60013789', 'SKLSDE Lab, Beihang University, Beijing, China', '60013789']","['algorithms', 'data locality', 'dual simulation', 'experimentation', 'graph simulation', 'performance', 'query languages', 'strong simulation', 'subgraph isomorphism', 'theory']"
ACM Transactions on Database Systems (TODS),ACM,"Rusu, Florin; Dobra, Alin",Sketches for size of join estimation,08/01/2008,33,3,0362-5915,15,Null,AGMS sketches; Count-Min sketches; DMAP; Fast-AGMS sketches; Fast-Count sketches; Size of join estimation; fast range-summation,"['Florin Rusu', '81331502874', 'Alin Dobra', '81100030224']","['University of Florida, Gainesville', '60013959', 'University of Florida, Gainesville', '60013959']","['agms sketches', 'algorithms', 'count-min sketches', 'distribution functions', 'dmap', 'experimentation', 'fast range-summation', 'fast-agms sketches', 'fast-count sketches', 'measurement', 'performance', 'query processing', 'size of join estimation']"
ACM Transactions on Database Systems (TODS),ACM,"Yan, Xifeng; Yu, Philip S.; Han, Jiawei",Graph indexing based on discriminative frequent structure analysis,12/01/2005,30,4,0362-5915,960,993,Graph database; frequent pattern; index,"['Xifeng Yan', '81100044779', 'Philip S. Yu', '81350576309', 'Jiawei Han', '81351593425']","['University of Illinois at Urbana-Champaign, Urbana, IL', '60000745', 'IBM T. J. Watson Research Center, Hawthorne, NY', '60017366', 'University of Illinois at Urbana-Champaign, Urbana, IL', '60000745']","['algorithms', 'combinatorial algorithms', 'experimentation', 'frequent pattern', 'graph database', 'index', 'performance', 'query processing']"
ACM Transactions on Database Systems (TODS),ACM,"Wu, Dingming; Yiu, Man Lung; Jensen, Christian S.","Moving spatial keyword queries: Formulation, methods, and analysis",04/01/2013,38,1,0362-5915,7,Null,Moving query; Voronoi diagram; multiplicatively weighted Voronoi diagram; safe zone; spatial keyword query,"['Dingming Wu', '81453614047', 'Man Lung Yiu', '81100069377', 'Christian S. Jensen', '81331495182']","['Hong Kong Baptist University, Hong Kong', '60014347', 'Hong Kong Polytechnic University, Hong Kong', '60008928', 'Aarhus University, Denmark', '60029616']","['moving query', 'multiplicatively weighted voronoi diagram', 'safe zone', 'spatial databases and gis', 'spatial keyword query', 'voronoi diagram']"
ACM Transactions on Database Systems (TODS),ACM,"Chen, Shimin; Ailamaki, Anastassia; Gibbons, Phillip B.; Mowry, Todd C.",Improving hash join performance through prefetching,08/01/2007,32,3,0362-5915,17,Null,CPU cache performance; CPU cache prefetching; Hash join; group prefetching; software-pipelined prefetching,"['Shimin Chen', '81350570119', 'Anastassia Ailamaki', '81100341726', 'Phillip B. Gibbons', '81339501335', 'Todd C. Mowry', '81100262786']","['Intel Research Pittsburgh, Pittsburgh, PA', '60074754', 'Carnegie Mellon University, Pittsburgh, PA', '60027950', 'Intel Research Pittsburgh, Pittsburgh, PA', '60074754', 'Carnegie Mellon University and Intel Research Pittsburgh, Pittsburgh, PA', '60074754']","['algorithms', 'cpu cache performance', 'cpu cache prefetching', 'design', 'group prefetching', 'hash join', 'miscellaneous', 'performance', 'query processing', 'software-pipelined prefetching']"
ACM Transactions on Database Systems (TODS),ACM,"Liu, Mengchi; Dobbie, Gillian; Ling, Tok Wang",A logical foundation for deductive object-oriented databases,03/01/2002,27,1,0362-5915,117,151,Declarative semantics; deductive databases; nonmonotonic multiple inheritance; object-oriented databases; rule-based languages,"['Mengchi Liu', '81100526740', 'Gillian Dobbie', '81100112586', 'Tok Wang Ling', '81451597837']","['Carleton University, Ottawa, Ont., Canada and Wuhan University', '60017592', 'University of Auckland, Auckland, New Zealand', '60005686', 'National University of Singapore, Singapore', '60017161']","['data description languages', 'data models', 'database programming languages', 'declarative semantics', 'deduction', 'deductive databases', 'languages', 'logic programming', 'nonmonotonic multiple inheritance', 'nonmonotonic reasoning and belief revision', 'object-oriented databases', 'object-oriented languages', 'query languages', 'representation languages', 'rule-based languages', 'schema and subschema', 'theory']"
ACM Transactions on Database Systems (TODS),ACM,"Bender, Michael A.; Hu, Haodong",An adaptive packed-memory array,11/01/2007,32,4,0362-5915,26,Null,Adaptive packed-memory array; cache oblivious; locality preserving; packed-memory array; range query; rebalance; sequential file maintenance; sequential scan; sparse array,"['Michael A. Bender', '81100458566', 'Haodong Hu', '81100254126']","['Stony Brook University, Stony Brook, NY', '60026415', 'Stony Brook University, Stony Brook, NY', '60026415']","['adaptive packed-memory array', 'algorithms', 'cache oblivious', 'experimentation', 'general', 'lists, stacks, and queues', 'locality preserving', 'packed-memory array', 'performance', 'range query', 'rebalance', 'sequential file maintenance', 'sequential scan', 'sparse array', 'theory']"
ACM Transactions on Database Systems (TODS),ACM,"Bozkaya, Tolga; Ozsoyoglu, Meral",Indexing large metric spaces for similarity search queries,09/01/1999,24,3,0362-5915,361,404,Null,"['Tolga Bozkaya', '81100041415', 'Meral Ozsoyoglu', '81100289424']","['Oracle Corp., Redwood Shores, CA', '60027758', 'Case Western Reserve Univ., Cleveland, OH', '60000305']","['algorithms', 'experimentation', 'indexing methods', 'measurement', 'performance', 'search process', 'trees', 'verification']"
ACM Transactions on Database Systems (TODS),ACM,"Qian, Gang; Zhu, Qiang; Xue, Qiang; Pramanik, Sakti",Dynamic indexing for multidimensional non-ordered discrete data spaces using a data-partitioning approach,06/01/2006,31,2,0362-5915,439,484,Hamming distance; Non-ordered discrete data spaces; multidimensional index tree; similarity search,"['Gang Qian', '81100414444', 'Qiang Zhu', '81100413942', 'Qiang Xue', '81311486755', 'Sakti Pramanik', '81100250407']","['University of Central Oklahoma, Edmond, OK', '60010021', 'The University of Michigan---Dearborn, Dearborn, MI', '60006371', 'Michigan State University, East Lansing, MI', '60031707', 'Michigan State University, East Lansing, MI', '60031707']","['access methods', 'algorithms', 'hamming distance', 'multidimensional index tree', 'non-ordered discrete data spaces', 'performance', 'similarity search', 'theory']"
ACM Transactions on Database Systems (TODS),ACM,"Malvestuto, Francesco M.",A Join-Like Operator to Combine Data Cubes and Answer Queries from Multiple Data Cubes,10/07/2014,39,3,0362-5915,24,Null,Data cubes; OLAP; data integration,"['Francesco M. Malvestuto', '81100097052']","['Sapienza University of Rome, Rome, Italy', '60032350']","['algorithms', 'data cubes', 'data integration', 'database administration', 'database applications', 'graph theory', 'olap', 'performance', 'user interfaces']"
ACM Transactions on Database Systems (TODS),ACM,"Snodgrass, Richard T.",Editorial: Single- versus double-blind reviewing,03/01/2007,32,1,0362-5915,1,Null,Anonymous citation; blinding efficacy; double-blind review; gender bias; single-blind review; status bias,"['Richard T. Snodgrass', '81452613035']","['University of Arizona, Tucson, AZ', '60010065']","['anonymous citation', 'blinding efficacy', 'documentation', 'double-blind review', 'gender bias', 'security, integrity, and protection', 'single-blind review', 'status bias']"
ACM Transactions on Database Systems (TODS),ACM,"Wang, Jiannan; Li, Guoliang; Feng, Jianhua",Extending string similarity join to tolerant fuzzy token matching,01/01/2014,39,1,0362-5915,7,Null,String similarity join; fuzzy token matching-based similarity; signature scheme; similarity function; weighted tokens,"['Jiannan Wang', '81477643152', 'Guoliang Li', '81452603769', 'Jianhua Feng', '81314493453']","['Tsinghua University, Beijing, China', '60025278', 'Tsinghua University, Beijing, China', '60025278', 'Tsinghua University, Beijing, China', '60025278']","['algorithms', 'clustering', 'database applications', 'experimentation', 'fuzzy token matching-based similarity', 'performance', 'search process', 'signature scheme', 'similarity function', 'string similarity join', 'weighted tokens']"
ACM Transactions on Database Systems (TODS),ACM,"Gatterbauer, Wolfgang; Suciu, Dan",Oblivious bounds on the probability of boolean functions,01/01/2014,39,1,0362-5915,5,Null,Boolean expressions; Probabilistic databases; oblivious approximations; relaxation; weighted model counting,"['Wolfgang Gatterbauer', '81100310492', 'Dan Suciu', '81100357807']","['Carnegie Mellon University', '60027950', 'University of Washington, Seattle', '60015481']","['algorithms', 'boolean expressions', 'expressions and their representation', 'miscellaneous', 'oblivious approximations', 'probabilistic databases', 'relaxation', 'theory', 'weighted model counting']"
ACM Transactions on Database Systems (TODS),ACM,"Ke, Yiping; Cheng, James; Ng, Wilfred",Correlated pattern mining in quantitative databases,08/01/2008,33,3,0362-5915,14,Null,Quantitative databases; correlated patterns; information-theoretic approach; mutual information,"['Yiping Ke', '81313481134', 'James Cheng', '81408594266', 'Wilfred Ng', '81423593726']","['The Hong Kong University of Science and Technology, Kowloon, Hong Kong', '60008592', 'The Hong Kong University of Science and Technology, Kowloon, Hong Kong', '60008592', 'The Hong Kong University of Science and Technology, Kowloon, Hong Kong', '60008592']","['algorithms', 'correlated patterns', 'data mining', 'information-theoretic approach', 'mutual information', 'quantitative databases']"
ACM Transactions on Database Systems (TODS),ACM,"Wu, Kesheng; Otoo, Ekow J.; Shoshani, Arie",Optimizing bitmap indices with efficient compression,03/01/2006,31,1,0362-5915,1,38,Compression; bitmap index; query processing,"['Kesheng Wu', '81100657827', 'Ekow J. Otoo', '81100417629', 'Arie Shoshani', '81100055365']","['Lawrence Berkeley National Laboratory, Berkeley, CA', '60007174', 'Lawrence Berkeley National Laboratory, Berkeley, CA', '60007174', 'Lawrence Berkeley National Laboratory, Berkeley, CA', '60007174']","['algorithms', 'bitmap index', 'compression', 'data compaction and compression', 'indexing methods', 'performance', 'query processing']"
